codigo_ocorrencia2,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
79157,PRMDT,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,2011.0,PARTICULAR,CAMPO DE MARTE,MINISTRO VICTOR KONDER,TÁXI,LEVE,0
79158,PPGEE,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1991.0,INSTRUÇÃO,BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,POUSO,LEVE,0
79160,PRFLE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,760,1980.0,INSTRUÇÃO,HERCÍLIO LUZ,MINISTRO VICTOR KONDER,POUSO,LEVE,0
79161,PRYRH,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,2017.0,REGULAR,VIRACOPOS,SENADOR PETRÔNIO PORTELLA,CRUZEIRO,NENHUM,0
79162,PRATV,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2012.0,REGULAR,VIRACOPOS,PROFESSOR ERIBERTO MANOEL REINO,CRUZEIRO,NENHUM,0
79166,PRAQH,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2013.0,REGULAR,PRESIDENTE PRUDENTE,VIRACOPOS,CRUZEIRO,NENHUM,0
79167,PRBLO,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,726,1974.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,APROXIMAÇÃO FINAL,NENHUM,0
79168,PPYBA,AVIÃO,BOEING COMPANY,737-4K5,***,***,SEM TRAÇÃO,68000,0.0,REGULAR,VIRACOPOS,EDUARDO GOMES,DECOLAGEM,NENHUM,0
79169,PSAEC,AVIÃO,EMBRAER,ERJ 190-400,***,***,SEM TRAÇÃO,0,0.0,REGULAR,SALGADO FILHO,TANCREDO NEVES,CRUZEIRO,NENHUM,0
79170,PRAXC,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,VIRACOPOS,ADALBERTO MENDES DA SILVA,CRUZEIRO,NENHUM,0
79171,PRPSS,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,2007.0,PARTICULAR,SÃO LUIZ,SÃO LUIZ,ESTACIONAMENTO,LEVE,0
79172,PRTKJ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22800,2011.0,REGULAR,VIRACOPOS,GOVERNADOR JOSÉ RICHA,CRUZEIRO,NENHUM,0
79173,PRTYJ,***,AIRBUS,A320-214,***,***,SEM TRAÇÃO,0,0.0,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,NENHUM,0
79175,PRAJL,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1997.0,TÁXI AÉREO,BACACHERI,SALGADO FILHO,POUSO,LEVE,0
79176,PTCEC,AVIÃO,MAULE AIRCRAFT,M-4,M4,PISTÃO,MONOMOTOR,953,1964.0,PARTICULAR,AGUINALDO PEREIRA LIMA,AGUINALDO PEREIRA LIMA,CRUZEIRO,LEVE,0
79177,PRGTO,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2007.0,REGULAR,SALGADO FILHO,SANTOS DUMONT,DECOLAGEM,NENHUM,0
79178,PRASE,AVIÃO,CESSNA AIRCRAFT,150L,C150,***,SEM TRAÇÃO,0,1973.0,INSTRUÇÃO,JACAREPAGUÁ,JACAREPAGUÁ,POUSO,LEVE,0
79179,PPWFM,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1089,2000.0,PARTICULAR,FARIA LIMA SQUARE,***,DECOLAGEM VERTICAL,SUBSTANCIAL,0
79180,PUFMD,ULTRALEVE,FAUD MIGUEL D'EPIRO,RV-9A,ULAC,PISTÃO,MONOMOTOR,750,2010.0,PARTICULAR,JUSCELINO KUBITSCHECK,JUSCELINO KUBITSCHECK,MANOBRA,DESTRUÍDA,0
79182,PTWSJ,AVIÃO,RAYTHEON AIRCRAFT,B300,B350,TURBOÉLICE,BIMOTOR,6804,1996.0,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,AEROPORTO ESTADUAL DE JUNDIAÍ,INDETERMINADA,LEVE,0
79183,PRDDQ,AVIÃO,PIPER AIRCRAFT,PA-42-720,PAY3,TURBOÉLICE,BIMOTOR,5080,1985.0,TÁXI AÉREO,CONGONHAS,BACACHERI,POUSO,LEVE,0
79184,PRHMJ,AVIÃO,THRUSH AIRCRAFT,S2R-T34,SS2T,TURBOÉLICE,MONOMOTOR,2722,2011.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
79185,PTMFE,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,1993.0,REGULAR,EDUARDO GOMES,TEFÉ,CRUZEIRO,NENHUM,0
79186,PTWNK,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1980,1980.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
79195,PTVFW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1989.0,PARTICULAR,FLORES,AEROCLUBE DE RONDÔNIA,CRUZEIRO,SUBSTANCIAL,0
79196,PTWLN,AVIÃO,CESSNA AIRCRAFT,T188C,C188,PISTÃO,MONOMOTOR,1996,1981.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79197,PTWXI,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2013.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
79198,PTUGA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1990.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,1
79199,PTGQI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1977.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79201,PRXIG,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,2019.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
79203,PRFLE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,760,1980.0,INSTRUÇÃO,DIOMÍCIO FREITAS,HERCÍLIO LUZ,CORRIDA APÓS POUSO,LEVE,0
79204,PTEAQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,1975.0,PARTICULAR,***,JUÍNA,DECOLAGEM,SUBSTANCIAL,0
79206,PTAOP,AVIÃO,PIPER AIRCRAFT,PA-28-180,P28A,PISTÃO,MONOMOTOR,1089,1968.0,INSTRUÇÃO,GUARAPARI,EURICO DE AGUIAR SALLES,DECOLAGEM,DESTRUÍDA,2
79207,N36DA,AVIÃO,GULFSTREAM AEROSPACE,A40A3F,A40A3,JATO,BIMOTOR,0,1984.0,PARTICULAR,***,VIRACOPOS,CRUZEIRO,NENHUM,0
79210,PTGYU,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1983.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79211,PTCPX,AVIÃO,EMBRAER,EMB-203,IPAN,PISTÃO,MONOMOTOR,1900,2019.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,NENHUM,0
79212,PTHVQ,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,590,1990.0,INSTRUÇÃO,JOÃO MONTEIRO,JOÃO MONTEIRO,CRUZEIRO,SUBSTANCIAL,0
79213,PPFLF,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1990.0,INSTRUÇÃO,RIO CLARO,RIO CLARO,POUSO,SUBSTANCIAL,0
79214,PROHE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,2012.0,TÁXI AÉREO,PETROBRAS 35,SÃO TOMÉ,APROXIMAÇÃO FINAL,NENHUM,0
79215,PRGGF,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2008.0,REGULAR,SANTOS DUMONT,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,NENHUM,0
79216,PTHYA,HELICÓPTERO,HELIBRAS,AS 355 F2,AS55,TURBOEIXO,BIMOTOR,2540,1992.0,TÁXI AÉREO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,FORA DE AERODROMO,TÁXI,NENHUM,0
79217,PRMHX,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2008.0,REGULAR,MARECHAL CUNHA MACHADO,PRESIDENTE JUSCELINO KUBITSCHEK,SUBIDA,NENHUM,0
79218,PTEDF,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,1978.0,TÁXI AÉREO,MANTECORP,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,LEVE,0
79220,PRMAL,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,64000,2002.0,REGULAR,SANTOS DUMONT,AFONSO PENA,CRUZEIRO,NENHUM,0
79221,PTVOZ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1992.0,PARTICULAR,***,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,NENHUM,0
79222,PTKCS,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1974.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,LEVE,0
79223,PPDXR,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,862,1949.0,ESPECIALIZADA,ITANHAÉM,ITANHAÉM,CRUZEIRO,SUBSTANCIAL,0
79225,PRTGG,AVIÃO,TEXTRON AVIATION,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4756,2017.0,PARTICULAR,EURICO DE AGUIAR SALLES,FAZENDA PUPILA,APROXIMAÇÃO FINAL,LEVE,0
79226,PRGTP,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2007.0,REGULAR,CONGONHAS,ANTONIO CARLOS JOBIM / GALEÃO,TÁXI,LEVE,0
79226,PRVBU,AVIÃO,BOEING COMPANY,737-76N,B737,JATO,BIMOTOR,70080,1999.0,REGULAR,CONGONHAS,SANTOS DUMONT,PUSHBACK,LEVE,0
79228,PTGUF,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1980.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,1
79230,PUIHS,ULTRALEVE,DIEGO CÂMARA MORAIS,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,750,2011.0,EXPERIMENTAL,CLUBE VOART,CLUBE VOART,CORRIDA APÓS POUSO,LEVE,0
79231,PRENZ,AVIÃO,AIR TRACTOR,AT-502B,AT5T,PISTÃO,MONOMOTOR,2722,2010.0,ESPECIALIZADA,***,FAZENDA JAQUELINE,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79232,PRSPI,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2010.0,ADMINISTRAÇÃO DIRETA,CAMPO DE MARTE,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
79233,PTPAZ,PLANADOR,LAISTER-KAUFFMAN,LK-10A,GLID,SEM TRAÇÃO,SEM TRAÇÃO,397,1945.0,INSTRUÇÃO,BAURU,BAURU,CRUZEIRO,SUBSTANCIAL,0
79234,PRGSG,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2576,1979.0,PARTICULAR,***,***,***,SUBSTANCIAL,2
79235,PTLZC,AVIÃO,PIPER AIRCRAFT,PA-25-260,PA25,PISTÃO,MONOMOTOR,1315,1961.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79236,PTKIW,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,1974.0,INSTRUÇÃO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,PARÁ DE MINAS,POUSO,LEVE,0
79237,PTNKE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1977.0,PARTICULAR,HANGAR COMANDANTE SALOMÃO ALCOLUMBRE,ALBERTO ALCOLUMBRE,POUSO,NENHUM,0
79238,PRGUS,AVIÃO,CESSNA AIRCRAFT,172R,C172,PISTÃO,MONOMOTOR,1111,2001.0,PARTICULAR,CARLOS PRATES,CARLOS PRATES,POUSO,LEVE,0
79240,PPMMX,AVIÃO,LEARJET,45,LJ45,JATO,BIMOTOR,9752,2002.0,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,CAMPO GRANDE,CRUZEIRO,LEVE,0
79241,PTOHI,AVIÃO,BEECH AIRCRAFT,F33A,BE33,PISTÃO,MONOMOTOR,1542,1988.0,PARTICULAR,FAZENDA SÃO PEDRO,FAZENDA SÃO PEDRO,CORRIDA APÓS POUSO,LEVE,0
79242,PTVXN,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2012.0,AGRÍCOLA,FILIAL CAMPO FLORIDO,FILIAL CAMPO FLORIDO,CRUZEIRO,LEVE,0
79243,PTBZK,AVIÃO,CESSNA AIRCRAFT,182M,C182,PISTÃO,MONOMOTOR,1270,1969.0,PARTICULAR,PISTA SÃO JORGE,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79244,PRAXT,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2013.0,REGULAR,TANCREDO NEVES,CONGONHAS,CRUZEIRO,NENHUM,0
79246,PRTKI,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22800,2011.0,REGULAR,VIRACOPOS,LAURO CARNEIRO DE LOYOLA,CRUZEIRO,NENHUM,0
79247,PRGXI,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2013.0,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,CONGONHAS,APROXIMAÇÃO FINAL,NENHUM,0
79248,PPGSZ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,1960.0,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,LEVE,0
79249,PRAYN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,VIRACOPOS,AFONSO PENA,CRUZEIRO,NENHUM,0
79250,PRAYN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,VIRACOPOS,CRUZEIRO,NENHUM,0
79251,PPGZX,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PAUL,PISTÃO,MONOMOTOR,660,1959.0,INSTRUÇÃO,AEROCLUBE DE ITÁPOLIS,AEROCLUBE DE ITÁPOLIS,DECOLAGEM,LEVE,0
79252,PRAYN,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,SANTOS DUMONT,VIRACOPOS,DECOLAGEM,NENHUM,0
79253,PRDMK,AVIÃO,CESSNA AIRCRAFT,R182,C82R,PISTÃO,MONOMOTOR,1406,1981.0,PARTICULAR,RECANTO DAS ÁGUIAS,AERÓDROMO NACIONAL DE AVIAÇÃO,CRUZEIRO,NENHUM,0
79255,PRGUP,AVIÃO,BOEING COMPANY,737-8HX,B738,JATO,BIMOTOR,79000,2012.0,REGULAR,ZUMBI DOS PALMARES,ANTONIO CARLOS JOBIM / GALEÃO,CRUZEIRO,NENHUM,0
79256,PTUJH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1995.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79257,PTJBP,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1973.0,PARTICULAR,OURILÂNDIA DO NORTE,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
79259,PTDZB,AVIÃO,CESSNA AIRCRAFT,A188A,C188,PISTÃO,MONOMOTOR,1497,0.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79261,PRAXI,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,VIRACOPOS,CRUZEIRO,NENHUM,0
79263,PTWUH,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1975.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79265,PXXXX23,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,***,***,0
79267,PRFLD,AVIÃO,CESSNA AIRCRAFT,152,C152,***,SEM TRAÇÃO,760,1979.0,INSTRUÇÃO,HERCÍLIO LUZ,HERCÍLIO LUZ,TÁXI,LEVE,0
79268,PTMZI,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,2000.0,REGULAR,PINTO MARTINS,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,NENHUM,0
79269,PRAYJ,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,VIRACOPOS,SANTOS DUMONT,APROXIMAÇÃO FINAL,NENHUM,0
79270,PRAZL,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,2008.0,REGULAR,TANCREDO NEVES,SANTOS DUMONT,CRUZEIRO,NENHUM,0
79272,PTOMW,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1986.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
79273,PRGFC,AVIÃO,PIPER AIRCRAFT,PA-32R-301,P32R,PISTÃO,MONOMOTOR,1633,1985.0,PARTICULAR,CAMPO DE MARTE,ESTADUAL DARIO GUARITA,DECOLAGEM,LEVE,0
79274,PRVLT,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,1975.0,TÁXI AÉREO,BALSAS,PREFEITO RENATO MOREIRA,CORRIDA APÓS POUSO,LEVE,0
79275,PRSPG,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2010.0,ADMINISTRAÇÃO DIRETA,GRUPAMENTO AÉREO DA POLÍCIA MILITAR/ PRAIA GRANDE,GRUPAMENTO AÉREO DA POLÍCIA MILITAR/ PRAIA GRANDE,MANOBRA,LEVE,0
79276,PRERL,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1975.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
79277,PTRVQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1985.0,TÁXI AÉREO,JOÃO CORREA DA ROCHA,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,***,0
79278,PTWBD,AVIÃO,CESSNA AIRCRAFT,172K,C172,PISTÃO,MONOMOTOR,1043,1969.0,INSTRUÇÃO,14 BIS,14 BIS,CRUZEIRO,NENHUM,0
79279,PTJPX,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1974.0,ADMINISTRAÇÃO DIRETA,ORLANDO DE CARVALHO,BACACHERI,POUSO,LEVE,0
79282,PTCOW,AVIÃO,EMBRAER,EMB-203,IPAN,PISTÃO,MONOMOTOR,1900,2019.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,1
79283,PPMVM,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,2007.0,PARTICULAR,CAMPO DE MARTE,SANTA GENOVEVA/GOIÂNIA,TÁXI,LEVE,0
79284,PTGAV,AVIÃO,PILATUS,PC-12/47,PC12,TURBOÉLICE,MONOMOTOR,4740,2006.0,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,SOROCABA,***,LEVE,0
79285,PPXLD,AVIÃO,***,COMP AIR,ZZZZ,TURBOÉLICE,MONOMOTOR,2727,2004.0,EXPERIMENTAL,LUIZ EDUARDO MAGALHÃES,VERA CRUZ,DECOLAGEM,DESTRUÍDA,1
79286,PTMSX,AVIÃO,BOEING COMPANY,767-316,B763,JATO,BIMOTOR,186880,2012.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AEROPORTO INTERNACIONAL DE SANTIAGO,DECOLAGEM,NENHUM,0
79288,PRMAM,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,75500,2002.0,REGULAR,EURICO DE AGUIAR SALLES,CONGONHAS,CRUZEIRO,NENHUM,0
79289,PRVET,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,2006.0,PARTICULAR,ENTRE RIOS,CATALÃO,CRUZEIRO,NENHUM,0
79292,PRAXH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,TANCREDO NEVES,CONGONHAS,APROXIMAÇÃO FINAL,NENHUM,0
79294,PRTKJ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22800,2011.0,REGULAR,CATARATAS,HERCÍLIO LUZ,POUSO,NENHUM,0
79296,PTJCM,AVIÃO,BEECH AIRCRAFT,B24R,BE24,PISTÃO,MONOMOTOR,1247,1973.0,PARTICULAR,ESTÂNCIA SANTA MARIA,ESTÂNCIA SANTA MARIA,POUSO,LEVE,0
79297,PRMNS,AVIÃO,CESSNA AIRCRAFT,208,C208,TURBOÉLICE,MONOMOTOR,3969,2008.0,TÁXI AÉREO,JÚLIO BÉLEM,JÚLIO BÉLEM,POUSO,LEVE,0
79299,PRLPT,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1977.0,PARTICULAR,RIACHÃO,FORA DE AERODROMO,POUSO,LEVE,0
79300,PRNJV,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,2010.0,AGRÍCOLA,***,***,CORRIDA APÓS POUSO,LEVE,0
79301,PTUTH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2005.0,PARTICULAR,LUÍS EDUARDO MAGALHÃES,***,CRUZEIRO,DESTRUÍDA,1
79302,PPZCA,AVIÃO,IVAN CESAR ROSSONI,RV-7A,ZZZZ,PISTÃO,MONOMOTOR,816,2010.0,PARTICULAR,FAZENDA MONTESION,FAZENDA MONTESION,MANOBRA,DESTRUÍDA,0
79303,PTUTB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,2005.0,ESPECIALIZADA,***,***,POUSO,LEVE,0
79304,PREOJ,***,***,***,***,***,SEM TRAÇÃO,0,0.0,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROCLUBE DE ITÁPOLIS,POUSO,NENHUM,0
79305,PRBAP,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1979.0,TÁXI AÉREO,CATRIMANI I,ATLAS BRASIL CANTANHEDE,POUSO,LEVE,0
79307,PTVYU,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2013.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,LEVE,0
79308,PRDTY,AVIÃO,PIPER AIRCRAFT,PA-25-260,***,***,SEM TRAÇÃO,1315,0.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,DESTRUÍDA,1
79309,PUVDV,ULTRALEVE,***,T-51 MUSTANG,ULAC,PISTÃO,MONOMOTOR,650,2007.0,EXPERIMENTAL,***,***,DECOLAGEM,SUBSTANCIAL,0
79313,PPNYM,HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920,2008.0,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,POUSO,LEVE,0
79314,PRGZS,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,0.0,REGULAR,VIRACOPOS,***,DECOLAGEM,LEVE,0
79315,PTJAX,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1973.0,PARTICULAR,REGIONAL ORLANDO VILLAS BOAS,***,CRUZEIRO,SUBSTANCIAL,0
79316,PRTTO,AVIÃO,BOEING COMPANY,727-2M7,B722,JATO,TRIMOTOR,92124,1976.0,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,EURICO DE AGUIAR SALLES,CRUZEIRO,NENHUM,0
79317,PTOBU,AVIÃO,CESSNA AIRCRAFT,R182,C82R,PISTÃO,MONOMOTOR,1406,1979.0,PARTICULAR,FLORES,FAZENDA PLANALTO,DECOLAGEM,SUBSTANCIAL,0
79318,PTVLX,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,1989.0,TÁXI AÉREO,CONGONHAS,LEITE LOPES,POUSO,NENHUM,0
