codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,Dia,Mes,Ano
79129,ACIDENTE,ITARIRI,SP,****,08/02/2020,12:00:00,08,02,2020
79173,INCIDENTE,GUARULHOS,SP,****,08/02/2020,14:30:00,08,02,2020
79115,ACIDENTE,URUAÇU,GO,****,10/02/2020,21:35:00,10,02,2020
79269,INCIDENTE,RIO DE JANEIRO,RJ,****,10/02/2020,02:00:00,10,02,2020
79131,ACIDENTE,ÁGUA BOA,MT,****,12/02/2020,11:20:00,12,02,2020
79175,INCIDENTE,PORTO ALEGRE,RS,SBPA,12/02/2020,13:48:00,12,02,2020
79137,INCIDENTE GRAVE,GOIÂNIA,GO,****,14/02/2020,18:47:00,14,02,2020
79176,INCIDENTE GRAVE,JACAREZINHO,PR,****,14/02/2020,15:10:00,14,02,2020
79177,INCIDENTE,PORTO ALEGRE,RS,****,14/02/2020,15:41:00,14,02,2020
79138,INCIDENTE GRAVE,RIO VERDE,GO,****,15/02/2020,13:20:00,15,02,2020
79270,INCIDENTE,RIO DE JANEIRO,RJ,****,16/02/2020,20:08:00,16,02,2020
79464,INCIDENTE,SÃO GONÇALO DO AMARANTE,RN,SBSG,16/02/2020,01:30:00,16,02,2020
79178,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,17/02/2020,19:33:00,17,02,2020
79196,ACIDENTE,INACIOLÂNDIA,GO,****,17/02/2020,11:20:00,17,02,2020
79261,INCIDENTE,CAMPINAS,SP,****,17/02/2020,10:44:00,17,02,2020
79186,INCIDENTE GRAVE,RIO VERDE,GO,****,18/02/2020,11:40:00,18,02,2020
79198,ACIDENTE,PATROCÍNIO,MG,****,19/02/2020,16:15:00,19,02,2020
79206,ACIDENTE,GUARAPARI,ES,SNGA,19/02/2020,18:50:00,19,02,2020
79185,INCIDENTE,MANAUS,AM,****,20/02/2020,12:24:00,20,02,2020
79195,ACIDENTE,PORTO VELHO,RO,****,20/02/2020,14:45:00,20,02,2020
79201,INCIDENTE,QUERÊNCIA,MT,****,20/02/2020,20:00:00,20,02,2020
79221,INCIDENTE,JUNDIAÍ,SP,SBJD,20/02/2020,15:30:00,20,02,2020
79183,INCIDENTE GRAVE,CURITIBA,PR,SBBI,22/02/2020,15:20:00,22,02,2020
79184,INCIDENTE,SÃO FÉLIX DO ARAGUAIA,MT,****,23/02/2020,13:00:00,23,02,2020
79241,INCIDENTE,NOVA ANDRADINA,MS,SDVK,24/02/2020,15:25:00,24,02,2020
79199,ACIDENTE,PARACATU,MG,****,25/02/2020,10:30:00,25,02,2020
79222,INCIDENTE,LONDRINA,PR,SBLO,25/02/2020,16:08:00,25,02,2020
79223,ACIDENTE,GUARUJÁ,SP,****,25/02/2020,13:50:00,25,02,2020
79224,INCIDENTE,PIRACICABA,SP,SDPW,25/02/2020,02:10:00,25,02,2020
79255,INCIDENTE,MACEIÓ,AL,****,26/02/2020,08:30:00,26,02,2020
79291,INCIDENTE,SALVADOR,BA,****,26/02/2020,22:06:00,26,02,2020
79293,INCIDENTE,CAMPINAS,SP,****,26/02/2020,15:50:00,26,02,2020
79294,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,26/02/2020,21:00:00,26,02,2020
79197,INCIDENTE GRAVE,VILA RICA,MT,****,27/02/2020,11:30:00,27,02,2020
79204,ACIDENTE,COLNIZA,MT,*****,28/02/2020,16:00:00,28,02,2020
79210,ACIDENTE,IVATÉ,PR,****,28/02/2020,16:30:00,28,02,2020
79218,INCIDENTE,SALVADOR,BA,SBSV,29/02/2020,15:41:00,29,02,2020
79207,INCIDENTE GRAVE,CUIABÁ,MT,SBCY,01/03/2020,23:00:00,01,03,2020
79212,ACIDENTE,VIANA,ES,****,01/03/2020,15:12:00,01,03,2020
79217,INCIDENTE,SÃO LUÍS,MA,****,01/03/2020,19:40:00,01,03,2020
79214,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,02/03/2020,12:50:00,02,03,2020
79216,INCIDENTE,BELO HORIZONTE,MG,SBBH,03/03/2020,18:25:00,03,03,2020
79462,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,03/03/2020,19:42:00,03,03,2020
79215,INCIDENTE,RIO DE JANEIRO,RJ,****,04/03/2020,21:30:00,04,03,2020
79225,INCIDENTE,MANTENA,MG,****,04/03/2020,12:04:00,04,03,2020
79292,INCIDENTE,CAMPINAS,SP,****,04/03/2020,22:50:00,04,03,2020
79213,ACIDENTE,RIO CLARO,SP,SDRK,05/03/2020,20:00:00,05,03,2020
79231,ACIDENTE,VILHENA,RO,SNIZ,07/03/2020,09:00:00,07,03,2020
79230,INCIDENTE,ARAGUAÍNA,TO,SDVO,08/03/2020,11:00:00,08,03,2020
79710,INCIDENTE,BELO HORIZONTE,MG,SBCF,08/03/2020,12:07:00,08,03,2020
79220,INCIDENTE,SÃO PAULO,SP,****,09/03/2020,11:00:00,09,03,2020
79232,ACIDENTE,TABOÃO DA SERRA,SP,****,09/03/2020,19:50:00,09,03,2020
79251,INCIDENTE GRAVE,ITÁPOLIS,SP,SDIO,09/03/2020,12:30:00,09,03,2020
79252,INCIDENTE,RIO DE JANEIRO,RJ,****,09/03/2020,23:20:00,09,03,2020
79253,INCIDENTE,IGUARAÇU,PR,****,09/03/2020,11:51:00,09,03,2020
79233,ACIDENTE,BAURU,SP,****,10/03/2020,19:30:00,10,03,2020
79249,INCIDENTE,CAMPINAS,SP,****,10/03/2020,23:51:00,10,03,2020
79250,INCIDENTE,RIO DE JANEIRO,RJ,****,10/03/2020,10:28:00,10,03,2020
79248,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,12/03/2020,12:30:00,12,03,2020
79228,ACIDENTE,QUERÊNCIA,MT,****,13/03/2020,10:00:00,13,03,2020
79234,ACIDENTE,TEFÉ,AM,SBTF,13/03/2020,08:30:00,13,03,2020
79247,INCIDENTE,SÃO PAULO,SP,****,14/03/2020,14:35:00,14,03,2020
79238,INCIDENTE,BELO HORIZONTE,MG,SBPR,15/03/2020,15:19:00,15,03,2020
79246,INCIDENTE,CAMPINAS,SP,****,15/03/2020,01:35:00,15,03,2020
79237,INCIDENTE GRAVE,MACAPÁ,AP,SBMQ,16/03/2020,20:50:00,16,03,2020
79243,ACIDENTE,JACAREACANGA,PA,****,16/03/2020,18:19:00,16,03,2020
79288,INCIDENTE,GUARULHOS,SP,****,16/03/2020,14:40:00,16,03,2020
79235,ACIDENTE,GARUVA,SC,****,18/03/2020,14:00:00,18,03,2020
79236,INCIDENTE,PARÁ DE MINAS,MG,SNPA,18/03/2020,11:00:00,18,03,2020
79242,INCIDENTE GRAVE,VILA RICA,MT,SNLF,19/03/2020,13:30:00,19,03,2020
79245,INCIDENTE,RECIFE,PE,****,19/03/2020,01:04:00,19,03,2020
79244,INCIDENTE,GUARULHOS,SP,****,20/03/2020,16:29:00,20,03,2020
79265,ACIDENTE,SÃO FRANCISCO DO SUL,SC,****,21/03/2020,22:51:00,21,03,2020
79289,INCIDENTE,UBERLÂNDIA,MG,****,23/03/2020,13:00:00,23,03,2020
79314,INCIDENTE,CAMPINAS,SP,SBKP,23/03/2020,12:45:00,23,03,2020
79256,ACIDENTE,ALTO PARNAÍBA,MA,****,24/03/2020,20:30:00,24,03,2020
79286,INCIDENTE,GUARULHOS,SP,SBGR,24/03/2020,14:25:00,24,03,2020
79297,INCIDENTE,SANTARÉM,PA,SWPI,25/03/2020,22:25:00,25,03,2020
79284,INCIDENTE,SOROCABA,SP,****,26/03/2020,09:00:00,26,03,2020
79257,ACIDENTE,SÃO FÉLIX DO XINGU,PA,****,27/03/2020,18:35:00,27,03,2020
79287,INCIDENTE,CUIABÁ,MT,****,31/03/2020,20:06:00,31,03,2020
79259,ACIDENTE,IBIRUBÁ,RS,****,01/04/2020,10:30:00,01,04,2020
79275,INCIDENTE,SÃO VICENTE,SP,****,01/04/2020,20:30:00,01,04,2020
79276,INCIDENTE,ITAÍ,SP,****,01/04/2020,20:01:00,01,04,2020
79272,INCIDENTE GRAVE,FRUTAL,MG,****,03/04/2020,13:00:00,03,04,2020
79273,INCIDENTE,SÃO PAULO,SP,SBMT,03/04/2020,14:30:00,03,04,2020
79274,INCIDENTE,IMPERATRIZ,MA,SBIZ,03/04/2020,15:30:00,03,04,2020
79279,INCIDENTE,CURITIBA,PR,SBBI,03/04/2020,12:28:00,03,04,2020
79263,ACIDENTE,NOVA MUTUM,MT,****,06/04/2020,09:30:00,06,04,2020
79278,INCIDENTE,LONDRINA,PR,****,06/04/2020,16:53:00,06,04,2020
79277,INCIDENTE,GOIANÉSIA DO PARÁ,PA,****,08/04/2020,11:00:00,08,04,2020
79283,INCIDENTE,SÃO PAULO,SP,SBMT,09/04/2020,14:30:00,09,04,2020
79303,INCIDENTE,TAMBAÚ,SP,****,09/04/2020,13:00:00,09,04,2020
79281,ACIDENTE,IBITINGA,SP,****,11/04/2020,07:10:00,11,04,2020
79282,ACIDENTE,ITURAMA,MG,****,11/04/2020,12:20:00,11,04,2020
79285,ACIDENTE,CAMPO VERDE,MT,****,13/04/2020,16:30:00,13,04,2020
79305,INCIDENTE GRAVE,BOA VISTA,RR,SBBV,13/04/2020,20:52:00,13,04,2020
79304,INCIDENTE,JUNDIAÍ,SP,SBJD,14/04/2020,20:25:00,14,04,2020
79296,INCIDENTE,CAMPO GRANDE,MS,SSIE,15/04/2020,14:30:00,15,04,2020
79298,INCIDENTE,QUIRINÓPOLIS,GO,****,15/04/2020,18:35:00,15,04,2020
79309,ACIDENTE,RIO DE JANEIRO,RJ,****,17/04/2020,14:30:00,17,04,2020
79319,INCIDENTE,LONDRINA,PR,****,17/04/2020,20:50:00,17,04,2020
79299,INCIDENTE GRAVE,GUARANTÃ DO NORTE,MT,****,18/04/2020,23:00:00,18,04,2020
79301,ACIDENTE,BREJINHO DE NAZARÉ,TO,****,18/04/2020,13:30:00,18,04,2020
79307,INCIDENTE GRAVE,BURITIS,MG,****,18/04/2020,17:45:00,18,04,2020
79308,ACIDENTE,SÃO MATEUS DO MARANHÃO,MA,****,18/04/2020,13:00:00,18,04,2020
79327,ACIDENTE,BIRIGUI,SP,****,18/04/2020,20:00:00,18,04,2020
79300,INCIDENTE,SANTA RITA DO TRIVELATO,MT,*****,21/04/2020,13:10:00,21,04,2020
79302,ACIDENTE,TOLEDO,PR,****,21/04/2020,20:21:00,21,04,2020
79315,ACIDENTE,COLÍDER,MT,****,21/04/2020,15:00:00,21,04,2020
79326,ACIDENTE,JAGUARÉ,ES,****,21/04/2020,18:00:00,21,04,2020
79313,INCIDENTE,SÃO PAULO,SP,SBMT,22/04/2020,16:20:00,22,04,2020
79318,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,24/04/2020,17:41:00,24,04,2020
79349,INCIDENTE,CURITIBA,PR,SBBI,26/04/2020,13:00:00,26,04,2020
79657,INCIDENTE,UBERLÂNDIA,MG,****,26/04/2020,13:30:00,26,04,2020
79317,ACIDENTE,MANAUS,AM,SWFN,27/04/2020,12:30:00,27,04,2020
79316,INCIDENTE,ITAPERUNA,RJ,****,29/04/2020,07:30:00,29,04,2020
79321,INCIDENTE,GUARULHOS,SP,SBGR,29/04/2020,14:45:00,29,04,2020
79324,INCIDENTE,BAURU,SP,SBBU,30/04/2020,22:51:00,30,04,2020
79330,INCIDENTE GRAVE,SÃO JOAQUIM DA BARRA,SP,SDJO,30/04/2020,13:10:00,30,04,2020
79323,ACIDENTE,BLUMENAU,SC,SSBL,01/05/2020,14:40:00,01,05,2020
79325,ACIDENTE,GOIÂNIA,GO,****,02/05/2020,20:30:00,02,05,2020
79328,INCIDENTE,LONDRINA,PR,SBLO,05/05/2020,19:55:00,05,05,2020
79329,INCIDENTE GRAVE,FORTALEZA,CE,SBFZ,05/05/2020,20:46:00,05,05,2020
79355,INCIDENTE,LONDRINA,PR,SBLO,10/05/2020,13:52:00,10,05,2020
79332,INCIDENTE GRAVE,GOIÂNIA,GO,*****,11/05/2020,14:25:00,11,05,2020
79339,INCIDENTE GRAVE,BREVES,PA,****,11/05/2020,12:05:00,11,05,2020
79333,INCIDENTE GRAVE,CAÇU,GO,****,13/05/2020,15:00:00,13,05,2020
79345,ACIDENTE,VOTUPORANGA,SP,SBSR,14/05/2020,21:40:00,14,05,2020
79338,INCIDENTE,IVINHEMA,MS,*****,15/05/2020,09:40:00,15,05,2020
79346,ACIDENTE,ILHOTA,SC,****,15/05/2020,11:40:00,15,05,2020
79347,ACIDENTE,SÃO BENEDITO,CE,****,15/05/2020,21:35:00,15,05,2020
79357,INCIDENTE,SÃO PAULO,SP,SBGR,15/05/2020,14:40:00,15,05,2020
79360,INCIDENTE,CURITIBA,PR,SBBI,15/05/2020,11:48:00,15,05,2020
79340,ACIDENTE,LÁBREA,AM,SWLB,16/05/2020,21:50:00,16,05,2020
79350,INCIDENTE,RECIFE,PE,SBRF,16/05/2020,17:20:00,16,05,2020
79359,ACIDENTE,MACATUBA,SP,****,17/05/2020,18:30:00,17,05,2020
79341,INCIDENTE GRAVE,VARGINHA,MG,****,18/05/2020,20:00:00,18,05,2020
79342,INCIDENTE,RECIFE,PE,SBRF,18/05/2020,19:00:00,18,05,2020
79344,INCIDENTE,COARI,AM,SBUY,18/05/2020,19:20:00,18,05,2020
79361,INCIDENTE GRAVE,PACAJÁ,PA,****,19/05/2020,10:00:00,19,05,2020
79365,ACIDENTE,TIETÊ,SP,SDET,19/05/2020,10:40:00,19,05,2020
79356,INCIDENTE GRAVE,IRAUÇUBA,CE,****,22/05/2020,15:20:00,22,05,2020
79358,ACIDENTE,BELO HORIZONTE,MG,SBPR,23/05/2020,11:12:00,23,05,2020
79366,INCIDENTE,MATÃO,SP,SDLY,25/05/2020,14:15:00,25,05,2020
79367,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,25/05/2020,19:45:00,25,05,2020
79454,INCIDENTE GRAVE,GUARAMIRIM,SC,SJVL,25/05/2020,20:30:00,25,05,2020
79351,INCIDENTE GRAVE,ITUMBIARA,GO,SBIT,26/05/2020,10:30:00,26,05,2020
79363,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBJR,27/05/2020,15:16:00,27,05,2020
79378,INCIDENTE,PARÁ DE MINAS,MG,SNPA,28/05/2020,16:30:00,28,05,2020
79368,INCIDENTE,BRASÍLIA,DF,SIQE,30/05/2020,20:26:00,30,05,2020
79362,ACIDENTE,TIJUCAS,SC,*****,31/05/2020,13:54:00,31,05,2020
79371,INCIDENTE,CAMPINAS,SP,SBKP,01/06/2020,12:50:00,01,06,2020
79372,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,03/06/2020,21:23:00,03,06,2020
79381,INCIDENTE,ARAÇATUBA,SP,SBAU,04/06/2020,15:00:00,04,06,2020
79392,INCIDENTE,GUARULHOS,SP,SBGR,05/06/2020,12:30:00,05,06,2020
79503,INCIDENTE,FORTALEZA,CE,SBFZ,05/06/2020,14:20:00,05,06,2020
79383,INCIDENTE,BELÉM,PA,SBBE,08/06/2020,19:03:00,08,06,2020
79396,INCIDENTE,LONDRINA,PR,SBLO,08/06/2020,16:47:00,08,06,2020
79380,INCIDENTE,RIO DE JANEIRO,RJ,9PAA,09/06/2020,14:35:00,09,06,2020
79384,INCIDENTE,PORTO VELHO,RO,SBPV,09/06/2020,01:30:00,09,06,2020
79385,INCIDENTE GRAVE,OURILÂNDIA DO NORTE,PA,*****,09/06/2020,19:50:00,09,06,2020
79395,INCIDENTE,GUARULHOS,SP,SBGR,09/06/2020,12:05:00,09,06,2020
79400,INCIDENTE,IBIRAMA,SC,****,09/06/2020,14:00:00,09,06,2020
79386,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,10/06/2020,15:00:00,10,06,2020
79405,ACIDENTE,DOURADOS,MS,****,10/06/2020,15:00:00,10,06,2020
79388,INCIDENTE,SÃO PAULO,SP,SBMT,12/06/2020,23:41:00,12,06,2020
79391,INCIDENTE,SANTOS,SP,SBST,12/06/2020,19:30:00,12,06,2020
79397,ACIDENTE,CORRENTINA,BA,****,12/06/2020,09:10:00,12,06,2020
79399,INCIDENTE,BAURU,SP,SBBU,12/06/2020,17:35:00,12,06,2020
79393,INCIDENTE,LÁBREA,AM,SWLB,14/06/2020,16:00:00,14,06,2020
79404,ACIDENTE,TANGARÁ DA SERRA,MT,****,14/06/2020,12:35:00,14,06,2020
79398,INCIDENTE,BAURU,SP,SBBU,15/06/2020,18:20:00,15,06,2020
79402,INCIDENTE GRAVE,CAMPO MAGRO,PR,****,17/06/2020,18:30:00,17,06,2020
79472,INCIDENTE,ALTO ALEGRE,RR,SJYG,17/06/2020,22:10:00,17,06,2020
79403,INCIDENTE GRAVE,PAULÍNIA,SP,****,18/06/2020,16:17:00,18,06,2020
79407,ACIDENTE,SÃO DESIDÉRIO,BA,****,20/06/2020,16:30:00,20,06,2020
79412,INCIDENTE GRAVE,QUADRA,SP,SIVQ,20/06/2020,20:00:00,20,06,2020
79406,INCIDENTE,SOROCABA,SP,SDCO,21/06/2020,14:15:00,21,06,2020
79420,INCIDENTE,LONDRINA,PR,SBLO,21/06/2020,22:07:00,21,06,2020
79415,INCIDENTE,CAMARAGIBE,PE,****,23/06/2020,16:00:00,23,06,2020
79434,INCIDENTE,VITÓRIA,ES,****,23/06/2020,02:00:00,23,06,2020
79414,ACIDENTE,BIRITIBA-MIRIM,SP,SDIH,24/06/2020,13:50:00,24,06,2020
79419,INCIDENTE,GUARAPUAVA,PR,SSGG,24/06/2020,17:25:00,24,06,2020
79429,ACIDENTE,ARAPONGAS,PR,SSOG,26/06/2020,19:30:00,26,06,2020
79425,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,30/06/2020,14:25:00,30,06,2020
79427,INCIDENTE,VITÓRIA,ES,SBVT,30/06/2020,15:30:00,30,06,2020
79422,INCIDENTE,NATAL,RN,SBSG,01/07/2020,13:40:00,01,07,2020
79432,ACIDENTE,RESERVA,PR,****,02/07/2020,18:30:00,02,07,2020
79423,ACIDENTE,CAJATI,SP,****,04/07/2020,12:05:00,04,07,2020
79444,INCIDENTE,NAVEGANTES,SC,SBNF,04/07/2020,11:29:00,04,07,2020
79424,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,05/07/2020,20:16:00,05,07,2020
79430,ACIDENTE,RIO DE JANEIRO,RJ,****,06/07/2020,17:40:00,06,07,2020
79428,INCIDENTE,CAMPINAS,SP,SBKP,07/07/2020,10:06:00,07,07,2020
79431,INCIDENTE,GUARULHOS,SP,SBGR,07/07/2020,13:40:00,07,07,2020
79437,ACIDENTE,SÃO PAULO,SP,****,08/07/2020,21:09:00,08,07,2020
79436,ACIDENTE,GUARULHOS,SP,****,09/07/2020,20:30:00,09,07,2020
79490,ACIDENTE,SÃO JOÃO DO CAIUÁ,PR,****,09/07/2020,18:30:00,09,07,2020
79438,INCIDENTE GRAVE,CURRALINHO,PA,###!,10/07/2020,13:00:00,10,07,2020
79440,INCIDENTE,SAPEZAL,MT,SJIF,10/07/2020,21:15:00,10,07,2020
79439,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,11/07/2020,19:50:00,11,07,2020
79441,INCIDENTE,CURITIBA,PR,SBBI,12/07/2020,16:14:00,12,07,2020
79445,ACIDENTE,ALTA FLORESTA D'OESTE,RO,****,16/07/2020,18:30:00,16,07,2020
79446,ACIDENTE,ÁLVARES MACHADO,SP,SDEM,16/07/2020,13:30:00,16,07,2020
79447,ACIDENTE,NÃO IDENTIFICADA,RO,****,19/07/2020,13:30:00,19,07,2020
79448,INCIDENTE,CHAPADÃO DO SUL,MS,SDRV,20/07/2020,16:30:00,20,07,2020
79451,ACIDENTE,IBIÚNA,SP,****,20/07/2020,18:00:00,20,07,2020
79449,ACIDENTE,PATROCÍNIO,MG,****,21/07/2020,00:00:00,21,07,2020
79450,INCIDENTE,MANAUS,AM,SWFN,21/07/2020,20:00:00,21,07,2020
79453,INCIDENTE,VITÓRIA,ES,SBVT,21/07/2020,19:50:00,21,07,2020
79727,INCIDENTE,CAMPINAS,SP,SDAM,21/07/2020,19:00:00,21,07,2020
79458,ACIDENTE,SÃO JOÃO DEL REI,MG,****,22/07/2020,10:56:00,22,07,2020
79455,ACIDENTE,ITAMARATI,AM,****,23/07/2020,17:30:00,23,07,2020
79457,ACIDENTE,GUABIRUBA,SC,****,25/07/2020,13:30:00,25,07,2020
79498,INCIDENTE GRAVE,PICOS,PI,SNPC,25/07/2020,18:50:00,25,07,2020
79471,INCIDENTE,GUARULHOS,SP,SBGR,26/07/2020,13:00:00,26,07,2020
79460,ACIDENTE,BRASÍLIA,DF,****,30/07/2020,13:35:00,30,07,2020
79470,INCIDENTE,SANTARÉM,PA,SBSN,30/07/2020,17:13:00,30,07,2020
79461,INCIDENTE,RIO DE JANEIRO,RJ,****,31/07/2020,14:02:00,31,07,2020
79468,INCIDENTE,BELÉM,PA,****,31/07/2020,12:20:00,31,07,2020
79465,INCIDENTE GRAVE,CURITIBA,PR,SBBI,02/08/2020,20:30:00,02,08,2020
79466,INCIDENTE GRAVE,BAURU,SP,SBBU,03/08/2020,18:20:00,03,08,2020
79467,INCIDENTE GRAVE,SALVADOR,BA,SBSV,03/08/2020,20:10:00,03,08,2020
79477,INCIDENTE,CONFINS,MG,SBCF,03/08/2020,02:13:00,03,08,2020
79469,INCIDENTE,PORTO VELHO,RO,SBPV,04/08/2020,01:57:00,04,08,2020
79474,INCIDENTE GRAVE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,06/08/2020,20:55:00,06,08,2020
79478,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,06/08/2020,09:25:00,06,08,2020
79484,ACIDENTE,GURUPI,TO,SWGI,08/08/2020,13:20:00,08,08,2020
79475,INCIDENTE,RIO DE JANEIRO,RJ,****,09/08/2020,12:10:00,09,08,2020
79486,ACIDENTE,SINOP,MT,*****,09/08/2020,12:00:00,09,08,2020
79479,INCIDENTE,JUNDIAÍ,SP,SBJD,10/08/2020,21:00:00,10,08,2020
79487,INCIDENTE,BELO HORIZONTE,MG,SBPR,11/08/2020,15:30:00,11,08,2020
79481,INCIDENTE,BELÉM,PA,SBBE,12/08/2020,14:19:00,12,08,2020
79482,INCIDENTE,SÃO PAULO,SP,SBGR,12/08/2020,14:20:00,12,08,2020
79485,INCIDENTE,MACAPÁ,AP,SBMQ,12/08/2020,16:33:00,12,08,2020
79483,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,13/08/2020,11:50:00,13,08,2020
79491,INCIDENTE GRAVE,ANÁPOLIS,GO,SWNS,13/08/2020,13:00:00,13,08,2020
79488,INCIDENTE GRAVE,ITIRAPINA,SP,SDJA,15/08/2020,23:40:00,15,08,2020
79489,INCIDENTE GRAVE,SANTA CRUZ DO SUL,RS,SSSC,15/08/2020,13:23:00,15,08,2020
79492,INCIDENTE,PRIMAVERA DO LESTE,MT,SWPY,15/08/2020,20:00:00,15,08,2020
79496,INCIDENTE,BELO HORIZONTE,MG,SBBH,15/08/2020,19:00:00,15,08,2020
79522,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,17/08/2020,16:25:00,17,08,2020
79493,ACIDENTE,UNAÍ,MG,****,18/08/2020,20:20:00,18,08,2020
79497,ACIDENTE,SÃO DESIDÉRIO,BA,****,20/08/2020,18:20:00,20,08,2020
79499,INCIDENTE,RECIFE,PE,SBRF,20/08/2020,04:10:00,20,08,2020
79495,ACIDENTE,MACAPÁ,AP,****,21/08/2020,20:15:00,21,08,2020
79500,INCIDENTE,CURITIBA,PR,SBBI,22/08/2020,17:15:00,22,08,2020
79514,INCIDENTE,SÃO PAULO,SP,SBGR,23/08/2020,13:35:00,23,08,2020
79502,ACIDENTE,NOBRES,MT,****,24/08/2020,15:30:00,24,08,2020
79507,INCIDENTE,CAMPINAS,SP,SBKP,24/08/2020,13:15:00,24,08,2020
79501,INCIDENTE,CURITIBA,PR,SBBI,25/08/2020,18:52:00,25,08,2020
79508,INCIDENTE,BOA VISTA,RR,SBBV,25/08/2020,21:10:00,25,08,2020
79504,ACIDENTE,SÃO PAULO,SP,SBMT,26/08/2020,13:10:00,26,08,2020
79505,ACIDENTE,GUARATINGUETÁ,SP,SBGW,26/08/2020,17:10:00,26,08,2020
79521,INCIDENTE,SÃO PAULO,SP,SBSP,26/08/2020,22:47:00,26,08,2020
79512,INCIDENTE GRAVE,ARAQUARI,SC,SWON,27/08/2020,11:30:00,27,08,2020
79509,INCIDENTE,AMERICANA,SP,SDAI,28/08/2020,11:10:00,28,08,2020
79510,ACIDENTE,TERESINA,PI,****,28/08/2020,16:15:00,28,08,2020
79511,INCIDENTE,DIAMANTINA,MG,SNDT,29/08/2020,20:39:00,29,08,2020
79516,INCIDENTE,CURITIBA,PR,SBBI,30/08/2020,16:42:00,30,08,2020
79515,INCIDENTE,ARIPUANÃ,MT,*****,31/08/2020,15:30:00,31,08,2020
79529,INCIDENTE,PARÁ DE MINAS,MG,SNPA,31/08/2020,18:00:00,31,08,2020
79517,INCIDENTE,PARÁ DE MINAS,MG,SNPA,01/09/2020,18:36:00,01,09,2020
79518,ACIDENTE,CACOAL,RO,****,01/09/2020,15:00:00,01,09,2020
79519,INCIDENTE GRAVE,RIBAS DO RIO PARDO,MS,****,02/09/2020,17:00:00,02,09,2020
79527,INCIDENTE,MACEIÓ,AL,SBMO,02/09/2020,19:30:00,02,09,2020
79520,ACIDENTE,CAMPO GRANDE,MS,SSKG,03/09/2020,10:30:00,03,09,2020
79528,INCIDENTE,MANAUS,AM,SBEG,03/09/2020,11:29:00,03,09,2020
79525,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,04/09/2020,23:10:00,04,09,2020
79531,INCIDENTE,BOITUVA,SP,SDOI,06/09/2020,18:00:00,06,09,2020
79524,ACIDENTE,BELO HORIZONTE,MG,SBBH,07/09/2020,21:26:00,07,09,2020
79534,INCIDENTE,RECIFE,PE,SBRF,08/09/2020,23:12:00,08,09,2020
79536,ACIDENTE,SANTA ROSA,RS,SSZR,08/09/2020,21:00:00,08,09,2020
79546,INCIDENTE,CURITIBA,PR,SBBI,09/09/2020,16:20:00,09,09,2020
79532,INCIDENTE,CUIABÁ,MT,SBCY,10/09/2020,12:53:00,10,09,2020
79539,INCIDENTE,CAMPINAS,SP,SBKP,10/09/2020,23:40:00,10,09,2020
79541,ACIDENTE,BAURU,SP,****,11/09/2020,13:30:00,11,09,2020
79544,ACIDENTE,JUTI,MS,****,11/09/2020,00:00:00,11,09,2020
79545,INCIDENTE,BALNEÁRIO CAMBORIÚ,SC,****,11/09/2020,18:05:00,11,09,2020
79540,INCIDENTE GRAVE,SÃO PAULO,SP,****,12/09/2020,13:10:00,12,09,2020
79542,ACIDENTE,TAPIRATIBA,SP,*****,12/09/2020,23:00:00,12,09,2020
79550,INCIDENTE GRAVE,MARINGÁ,PR,SBMG,12/09/2020,14:20:00,12,09,2020
79537,INCIDENTE GRAVE,ANGRA DOS REIS,RJ,SDAG,13/09/2020,16:45:00,13,09,2020
79538,INCIDENTE,MACAÉ,RJ,9PSD,13/09/2020,14:40:00,13,09,2020
79556,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,13/09/2020,23:10:00,13,09,2020
79564,INCIDENTE GRAVE,ARAPIRACA,AL,SNAL,13/09/2020,16:40:00,13,09,2020
79543,ACIDENTE,ANAPU,PA,###!,14/09/2020,20:00:00,14,09,2020
79547,ACIDENTE,CRIXÁS,GO,****,16/09/2020,14:40:00,16,09,2020
79548,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,16/09/2020,17:45:00,16,09,2020
79563,ACIDENTE,COLOMBO,PR,****,18/09/2020,21:39:00,18,09,2020
